recid,givenname,surname,suburb,pc
5207035,vicki,alfred,ermington,2115
4084733,barbara,rothnie,east cannington,6107
5420030,rhonda,borzi,stratford,4870
2028545,benjamin,mccoombes,burpengary,4505
1930243,linda,wright,mackay north,4740
1774605,jawad,triffett,long beach,2536
2995217,william,di staso,box hill north,3129
4863000,wayne,hodge,logan reserve,4133
570394,raymond,fong,bexley,2207
6364733,irene,sheather,newcastle,2300
3471536,paul,townsend,greenmount,6056
1242146,veronica,boase,birkdale,4159
5077169,jill,jensen,southern river,6110
881712,beverley,lorraine,kilkenny,5009
472113,daniel,swenson,meringandan,4352
660536,renee,penny,mount eliza,3930
4011074,graeme,bashforth,byron bay,2481
4207685,ronald,mills,buderim,4556
5051462,thi,stevens,alexandria,2015
2602059,jane,sullivan,bracken ridge,4017
1258573,gay,chen,balmain,2041
2102353,stuart,bradbury,hawthorne,4171
1496146,lee,zimmerman,north rocks,2151
218195,nigel,murrell,casterton,3311
1176666,elena,aguero,kardinya,6163
324703,shou,leman,toowoomba,4350
3855469,simon,bruynius,sherwood,4075
4338798,phap,martin,noble park,3174
3208303,luke,leadbetter,berwick,3806
5936240,paula,huntley,mount colah,2079
2167925,helen,owers,crystal brook,5523
3175363,toni,alcorn,st george,4487
4617344,todd,eyre,caloundra,4551
398469,bryn,harmer,stanmore,2048
5084294,sarah,kim,epping,2121
1586319,svetlana,rogan,bull creek,6149
5600405,john,freidman,chippendale,2008
4986009,daniel,penna,williamstown,3016
267418,deolinda,bennett,quakers hill,2763
742562,jean,pibbin,gooseberry hill,6076
4338859,walter,toscan,woolgoolga,2456
480429,kristy,white,glenelg north,5045
3888305,susan,bodo,box hill north,3129
1488050,pamela,farley,maitland,2320
275635,georgina,becroft,vineyard,2765
5688783,helen,mckay,ingle farm,5098
6436024,lesley,faizi,milton,4064
3904697,christine,giannetti,essendon,3040
726204,helen,castwood,sandringham,3191
5256382,martin,wood,balgowlah,2093
3994819,korrina,logan,jannali,2226
4469960,peter,parsons,clarkson,6030
758987,shing,evans,creswick,3363
3060940,tarryn,minns,strathpine,4500
4543693,betty,williamson,beechboro,6063
2611405,hilton,kleemann,flagstaff hill,5159
3536080,gregory,williams,tatura,3616
4945113,helen,bugg,devonport,7310
3470560,alan,pearson,mill park,3082
5182692,liza,field,green point,2251
292069,birgit,gray,bendigo,3550
1340647,catherine,ball,st kilda,3182
5518570,ernest,chetwynd,maleny,4552
2823403,ruth,tschumy,indooroopilly,4068
5747951,lorraine,harvey,scarborough,6019
1832176,neil,ruan,ferndale,6148
4224243,mark,mcgrath,cronulla,2230
5231861,maurice,pickett,randwick,2031
3765494,dorothy,virsik,armadale,3143
6568148,lucinda,burke,montmorency,3094
5919994,lynnette,hoskin,hampton park,3976
1725705,geoffrey,thomson,coffs harbour,2450
6165773,hua,moore,mentone,3194
6583567,colleen,abela,georges hall,2198
2848018,margaret,simpson,scarborough,6019
4257045,frederick,hudson,baulkham hills,2153
3041705,sang,czinner,avalon,2107
6804771,yvette,dundon,bremer bay,6338
4920619,ngoc,stevens,mount eliza,3930
5150000,adriano,bielby,smithfield plains,5114
5313841,linda,little,gosford west,2250
1266994,therese,white,ararat,3377
2233225,stephen,pavlovsky,mulwala,2647
4044088,susanne,bennett,penrith,2750
3953988,tammy,watterson,temora,2666
1578311,rebecca,dinh,mount hawthorn,6016
1242440,erica,taylor,roselands,2196
5928267,zhen,romyn,kirrawee,2232
6460750,marianne,merrett,mitchell park,5043
6698320,peter,francis,murrumbeena,3163
2397522,betsy,brown,five dock,2046
6640988,philip,clark,bibra lake,6163
2258270,john,tregenza,alice springs,0870
1422690,james,lambert,tumbi umbi,2261
2004327,gail,ferguson,nerang,4211
6591850,david,maksimovic,jandakot,6164
3143020,susan,moody,highgate hill,4101
4445549,gye,santamaria,rushworth,3612
4461934,clency,channells,rozelle,2039
4791869,rel,scholes,marrickville,2204
4863344,edward,hampson,bibra lake,6163
1750385,robert,szelag,biloela,4715
824691,petro,gliddon,quindalup,6281
3675509,craig,mcgowan,victory heights,6432
4904316,ben,cook,scone,2337
2233729,joseph,noble,walloon,4306
2643330,andrea,riggy,bondi,2026
2364803,wei,jammal,toongabbie,2146
300420,alison,waterson,essendon,3040
1089250,john,jones,ulverstone,7315
4076936,frances,amaraddio,warner,4500
3405193,vithleem,beyleryan,lane cove,2066
4756880,vicki,hosdon,bondi beach,2026
1922450,john,lee,aspley,4034
5125525,keith,powell,subiaco,6008
1668506,alan,mcfarlane,howard,4659
4928923,cheryl,nelson,laverton,6440
1283486,hugh,barrett,amaroo,2914
757317,valda,o'brien,kilsyth south,3137
6763936,wanda,campbell,paynes crossing,2325
808354,ethel,o'malley,wyoming,2250
6059427,shirley,steele,kingsley,6026
6542873,victor,judd,hawthorndene,5051
3970471,brendan,morgan,wavell heights,4012
4019625,michael,muller,karrinyup,6018
6473970,jennifer,cahyadi,marsfield,2122
5791304,ronald,mchugh,sale,3850
3208626,john,anderson,greensborough,3088
30963,sarojna,williams,banksia beach,4507
2930105,nancy,barrett,wodonga,3690
4109754,mark,o'niell,glenmore park,2745
5789121,pauline,gillies,south hobart,7004
103874,angela,pace,sunshine,3020
4044228,ha,lanzon,stanmore,2048
6149573,paula,brannigan,edge hill,4870
2692550,suzi,brown,lidcombe,2141
2151879,johanna,udy,uraidla,5142
4404680,gaye,lai,coburg,3058
3184073,emily,hammon,oakleigh,3166
5510605,christine,o'reilly,south melbourne,3205
2250191,domenica,hall,woody point,4019
783827,giuseppe,dang,narrabundah,2604
4298196,dianne,ware,nowra north,2541
2823637,raymond,wray,swanbourne,6010
521686,catherine,lee,carlingford,2118
2872791,mark,davidson,wy yung,3875
1463770,robert,bates,calwell,2905
5742162,adam,penny,frankston,3199
6239728,jessie,berry,camperdown,2050
579060,diep,waddell,floreat,6014
3306997,mildred,o'regan,warranwood,3134
2151929,michael,ford,myaree,6154
587258,megan,fielding,wentworth,2648
1734141,juergen,aldridge,gumeracha,5233
4568575,valerie,kelly,brunswick,3056
5338624,namrata,westover,nairne,5252
2758148,lorelle,loughron,roxburgh park,3064
3044869,dorothy,doherty,mentone,3194
2708999,jason,robinson,kurrajong,2758
1046034,sandra,james,sans souci,2219
3036697,brian,kelly,flemington,3031
841243,ronald,hanlen,newstead,4006
6182429,eileen,grady,prestons,2170
316961,colleen,lu,strathfield,2135
3413541,theodore,cross,grovedale,3216
4945448,summa,jones,heathfield,5153
1840682,joyce,brebner,belmont,3216
6018603,maria,stranieri,preston west,3072
5166636,burt,gerrard,edmonton,4869
2545198,penelope,heading,modbury heights,5092
4065194,barbara,hamilton,auburn,2144
3003953,karen,tsakiris,woodbine,2560
865848,tyrone,mcgeehan,hawthorn,3122
6690361,carol,dukes,moe,3825
3216956,ronald,keyssecker,como,2226
1345802,eileen,issell,ardmona,3629
213942,mary,gervaise,unanderra,2526
1840717,glenys,imbert,moorebank,2170
2976014,lisa,hoogenkamp,willetton,6155
6863944,delma,kowalski,gladstone,4680
6821468,elizabeth,parmenter,ballarat,3350
6239837,irene,nicolao,mount nasura,6112
87649,alan,patel,cannington,6107
6215272,margaret,johnston,auchenflower,4066
3298922,elizabeth,smart,mornington,3931
874091,robert,valdes,sunbury,3429
1185388,llewellyn,bourke,malvern east,3148
5878717,edward,bastian,hazelbrook,2779
6182517,barry,james,southport,4215
2406011,rika,hartwig,crows nest,4355
4118143,jeffrey,martin,attadale,6156
6002307,michael,wright,nerang,4211
4159118,martin,allan,como,6152
2479043,cecilia,macmillan,southport,4215
2487956,eric,woods,moree,2400
2684567,christopher,wright,richmond,2753
2414232,alan,blackwood,eugowra,2806
1767071,christine,mercuri,lalor,3075
2176672,de,lawson,evanston,5116
2651809,puspavathy,bhikharidas,alfredton,3350
2512548,jason,williams,rosetta,7010
554661,ethel,kizana,south wentworthville,2145
579239,margita,mccallum,cooroy,4563
2340525,mervyn,riggs,isabella plains,2905
2291393,julie,wearne,fitzroy,3065
2152131,kerry,tasevski,epping,3076
3028676,christine,richani,para hills,5096
2610891,antonio,roffey,mentone,3194
6010578,eric,pickles,camperdown,3260
2823891,athanasia,gunn,kingswood,2747
2463447,jane,mcmillan,tingha,2369
4159199,evelyn,caruso,greenwood,6024
6199018,louisa,clough,ironbark,3550
956143,timothy,pallant,strathalbyn,5255
1980147,lisa,gordon,gnowangerup,6335
3061494,james,mcinnes,springvale,3171
2340599,gregory,zullo,haberfield,2045
4757245,elizabeth,harvey,woolgoolga,2456
1128193,kirsty,o'dea,dalby,4405
5117698,frederick,brook,hampton park,3976
4577028,oswald,price,dingley village,3172
5461765,arthur,wilson,howard,4659
5887753,melissa,hodgkiss,moorooka,4105
6002443,allan,jamieson,quaama,2550
2553612,sandra,fitzgerald,salisbury east,5109
4347664,vincent,notoa,blacktown,2148
3315473,robert,fuller,kensington,3031
3487513,michael,myatt,kholo,4306
1881885,david,mitchem,swan view,6056
5306145,charles,blatch,the oaks,2570
4306726,john,kaczmarek,cremorne,2090
6027050,michael,turk,mooloolaba,4557
6674219,wayne,ficarra,keilor downs,3038
4429612,annetta,courtney,lara,3212
6558685,judith,paterson,north curl curl,2099
5658419,ping,barrett,regent,3073
1783606,vicky,calliss,whyalla stuart,5608
5207864,shirley,carter,scarborough,4020
6108127,xiao,golian,roseville,2069
3356476,oleg,mcmorron,middle park,3206
1262561,justiniano,faulkner,dubbo,2830
3872586,gavin,dodds,box hill south,3128
6379339,pamela,spong,austins ferry,7011
792397,eileen,hawkins,penrith,2750
5183312,joan,rusin,north adelaide,5006
14161,kevin,wong,robertson,4109
5390654,peter,latta,colyton,2760
6420310,joseph,blatchford,beverley park,2217
1070935,seong,wenig,box hill north,3129
3192664,brian,lawrence,kilsyth,3137
4986714,jane,macdonald,lismore,2480
4953948,pam,weegink,morwell,3840
2660191,serena,martin,muchea,6501
6372126,hristina,tischler,hamlyn heights,3215
866147,edward,fang,canterbury,3126
2742116,wendy,manaog,gordon,2906
5535589,nora,anderson,west beach,5024
2930534,michelle,cue,sunbury,3429
4847465,raymond,koo,new farm,4005
6584175,julia,mcgee,laguna,2325
6739825,eva,lamb,chinchilla,4413
5060468,olga,askell,hallett cove,5158
2652023,marjorie,halley,elizabeth bay,2011
3872640,gavin,jackson,hawthorn,3122
2480005,cecil,squires,noosaville,4566
530310,stephen,standley,lane cove,2066
3209096,michelle,burton,nambour,4560
2819135,michael,sapwell,carina,4152
882570,chun,wills,south yarra,3141
3979150,fiona,green,tingalpa,4173
2078607,maureen,lochert,dry creek,5094
2193299,doreen,ostapchuk,caulfield south,3162
2971548,robert,sahal,north melbourne,3051
6068128,allyson,holley,baulkham hills,2153
923555,paul,mackay,prospect,5082
4388775,stuart,o'connell,beaudesert,4285
5445546,bruce,weiss,north sydney,2060
6084528,bronte,turnbull,seaford,3198
890805,gary,doherty,rockingham,6168
3913670,luke,setiawan,lakemba,2195
4806599,robyn,stitt,bundaberg,4670
3803882,michael,harvey,weston,2611
1308626,george,hicks,salisbury east,5109
4569043,gary,matthews,tamworth,2340
5347286,michael,dunhill,renmark west,5341
2791383,michael,small,aroona,4551
5978073,edward,muir,noosaville,4566
808922,nathaniel,wilmshurst,wagga wagga,2650
6846431,gregory,taylor,chermside,4032
3839968,matthew,taylor,kingswood,2747
2514348,barbara,bowker,peakhurst,2210
1164985,ming,laszlo,heidelberg west,3081
3250154,jodi,gebert,wentworth,2648
5797868,joanne,urban,moorabbin,3189
5650414,albert,cropp,devonport,7310
2914287,patricia,freeman,balwyn north,3104
3807216,canh,jones,turramurra,2074
3400438,dorothy,bell,fannie bay,0820
6494200,james,o'sullivan,brighton,4017
4077561,doreen,hennessy,narwee,2209
3889147,jacob,binnie,inverell,2360
1202174,rosemary,du boulay,kalamunda,6076
6453259,sally,erkkila,coldwater,4850
1904302,domenico,pfeiffer,novar gardens,5040
3750692,emma,kerr,birkdale,4159
841754,william,gallagher,bellambi,2518
4569116,jill,bradley,strathdale,3550
556720,peter,leeder,kialla,3631
1636386,pauline,bishop,mount george,2424
6602361,lesley,gude,rye,3941
2881576,kevin,taylor,keith,5267
6789170,matthew,gleeson,epsom,3551
1126067,patricia,garrod,dee why,2099
3708982,alice,chamberlain,furner,5280
2553911,marjorie,dura,kingswood,2747
1254410,timothy,thomas,mingenew,6522
3528768,john,higham,childers,4660
6453317,hataitip,justo,ferny hills,4055
4569163,kimmaree,boston,lenah valley,7008
5462093,patricia,clark,davistown,2251
1677390,suzanne,callaghan,reservoir,3073
406541,barry,levy,wahroonga,2076
3881041,valentina,dalton,belmore,2192
4454489,tony,tieste,modbury heights,5092
5429340,lisa,lummis,como,2226
4356191,catherine,jelly,horsham,3400
4986977,dena,frankland,croydon,3136
1308771,christine,mccarten,shepparton,3630
5937253,robert,davies,cuballing,6311
6879335,barry,gurusamy,randwick,2031
1079405,wendy,hickey,epping,2121
5806195,jacquelin,martin,heathpool,5068
5314678,phillip,speed,burwood,3125
1980543,amanda,buckley,avoca beach,2251
915584,karen,beaman,mandurah,6210
2865281,allison,ghazal,toongabbie,2146
2185347,sandra,freeman,koroit,3282
938308,glynn,pattison,orient point,2540
4683913,bernard,dillon,capella,4702
6289548,michael,wisky,lugarno,2210
923796,vicki,hancock,merriwa,2329
2709656,leonie,thomas,fitzroy,3065
5617818,russell,jenkins,shepparton,3630
3881115,catherine,stanway,beachlands,6530
6371484,garry,hanley,montrose,3765
6346910,brett,richardson,toowoomba,4350
3184799,barry,hulett,heidelberg heights,3081
2767010,wendy,gunaratnam,clayton,3168
5339299,athina,suter,aldgate,5154
2889892,melanie,talotta,gymea,2227
1194150,ansel,turner,hawthorn,3122
2177198,siegfried,carter,cambridge gardens,2747
2455728,noel,bracci,ridgehaven,5097
669873,kenneth,noble,rockhampton,4700
6412471,marton,fitzpatrick,blackett,2770
4700344,amanda,sullivans,avoca beach,2251
5658812,patricia,seeney,eschol park,2558
5765315,patricia,aznarez,monterey,2217
481478,naamet,sanderson,dulguigan,2484
5172456,ann,guerin,surry hills,2010
2382034,leanne,petersen,lysterfield,3156
5314772,malcolm,pfeiffer,morphett vale,5162
6043861,clarice,walmsley,evans head,2473
1349846,barrie,orkney,kingsley,6026
1898712,maria,cook,mullaloo,6027
3864796,lola,lewis,charlestown,2290
1939679,vincenzo,walker,gymea bay,2227
39291,darcy,sabellek,prahran,3181
3463399,donald,hunt,merrylands,2160
235756,kazuko,griffin,pearcedale,3912
2545901,graeme,beutel,hodgson vale,4352
1472755,sarah,mccarthy,birrong,2143
6330614,peggy,farrell,raymonds hill,4305
3487991,lyndal,heese,bellerive,7018
5101824,glen,stajanovski,yarraville,3013
4299015,bernice,chepil,wembley,6014
1603852,salvatore,carr,taringa,4068
2849038,gerald,atkins,aberfoyle park,5159
6199569,colleen,chandler,burwood,3125
4012309,graham,hall,mountain creek,4557
6322456,gina,t'hart,orana,6330
5376390,maree,petersen,petrie,4502
6297898,mark,asprey,milsons point,2061
792884,richard,stratton,cheltenham,3192
1882425,janice,foster,belmont,2280
4831549,shannah,holland,silver sands,6210
4438338,taghread,camerlengo,hectorville,5073
997702,helen,yammouni,glenroy,3046
5945673,loui,thepsourinthone,bonnyrigg,2177
3759842,alan,willis,mindarie,6030
1169743,kellie,royan,bundaberg,4670
3938647,josie,crowe,morphett vale,5162
5962072,james,gunther,croydon,3136
620889,yin,hopper,delaneys creek,4514
5765471,margaret,anderson,dapto,2530
4938081,david,bailey,greenvale,3059
6499,darren,marcato,coburg,3058
5421413,cameron,dillon,dromana,3936
5536105,peter,sturt,tumut,2720
2300269,ivan,taylor,green head,6514
1440111,justin,wright,christie downs,5164
1235312,katheryn,blackman,maryborough,3465
5519729,josephine,tran,dulwich hill,2203
5888374,jeong,mctegg,glendale,2285
6527355,annmaria,henley,biggera waters,4216
1481084,barry,bigmore,st arnaud,3478
4192639,gary,bone,bayswater,3153
1497474,coralie,basnayake,mount waverley,3149
2062729,andrew,payne,toodyay,6566
6085004,sik,hayward,port willunga,5173
3045774,alessandro,mccauley,christies beach,5165
1964435,lisa,reed,lilydale,3140
4479383,lina,sheridan,northmead,2152
5814680,michael,nanscawen,dingley village,3172
3717531,donna,spidalieri,st ives,2075
113051,pamela,kerr,glenroy,3046
1620389,anne,rowbotham,beverley,5009
2087336,susan,brookes,drake,2469
3602862,catherine,bolton,carrum,3197
4954552,suzanne,ransom,dalkeith,6009
113083,william,hooke,terrigal,2260
2464195,patricia,mulcahy,leeming,6149
4250052,patricia,gibson,allenby gardens,5009
2456005,siuhing,briggs,gympie,4570
5126601,dianne,michalzik,kelmscott,6111
3512779,inna,micallef,st albans,3021
5261732,judith,overs,dingley village,3172
5544410,esther,an,strathfield,2135
1612256,peter,nagel,fitzroy north,3068
2415078,joseph,keenan,essendon,3040
588264,albertje,meyer,clare,5453
4962796,tullio,shepherd,eleebana,2282
5208563,dianne,milford,taringa,4068
1407476,ludwig,cranny,pindimar,2324
3127797,zhen,matthews,montmorency,3094
5462519,philip,smith,glen iris,3146
6134266,douglas,campbell,california gully,3556
424443,kevin,spencer,yagoona,2199
4061693,miles,gianatti,eneabba south,6518
1956351,trevor,macmillan,willunga,5172
4839936,toni,opoku-gyamfi,dandenong,3175
350724,robert,tyquin,holland park,4121
645639,robert,humphreys,bundaberg,4670
1808906,mary,albert,traralgon,3844
6773263,ronald,cumurovic,rossmore,2171
1959000,john,bessemer,roseville,2069
2947611,rozalia,frey,terranora,2486
2924451,mary,willett,willowvale,4370
64030,yvonne,daly,woomera,5720
2423329,mai,wakeham,north richmond,2754
4502771,christopher,bartheyl,lakes entrance,3909
737098,fatbiu,gale,oakhurst,2761
3095089,tanja,arrighi,castle hill,2154
547380,ik,lloyd,brighton,3186
2120246,dianne,chan,west ryde,2114
1579576,zofia,zafiridis,northcote,3070
2421855,trevor,freeland,yarrawonga,3730
1268286,kelly,rodwell,yarrawonga,3730
6789235,rosemary,clottin,cambridge park,2747
6724172,russell,beever,ferntree gully,3156
4741709,samantha,van praagh,clontarf,4019
1423952,john,steinhour,port macquarie,2444
1016932,john,brown,wagga wagga,2650
6609501,peter,farrugia,bacchus marsh,3340
3545696,beryl,mcrae,goodna,4300
2300513,jutta,burton,queanbeyan,2620
1596004,laine,blair,iluka,2466
1088103,brian,chang,potts point,2011
2095720,stephen,fenaughty,lutwyche,4030
4594284,helena,lade,sanctuary point,2540
4463213,emilia,dorward,port lincoln,5606
6322800,carmel,schneider,minimbah,2312
4471410,deborah,oates,burnie upper,7320
2800244,shirley,garratt,gatton,4343
2431612,lee,loudon,seven hills,2147
3183851,henry,harbour,pinbarren,4568
2415232,maxwell,harlow,eastwood,2122
2570884,myra,beven,west lakes,5021
5307023,bradley,payne,inglewood,6052
5077649,lynne,anderson,lalor park,2147
3070611,allan,dili,ryde,2112
826005,althea,filsell,victor harbor,5211
1358486,sivakumar,smith,cawdor,2570
1620633,bronwyn,fitzpatrick,mount hawthorn,6016
2608922,thinh,gerow,greenwith,5125
3209888,tracylee,hodson,blackmans bay,7052
6159017,karl,birkandan,auburn,2144
2292394,william,erickson,rochedale,4123
5069485,kevin,williams,wonthaggi,3995
3308207,adele,walsh,two rocks,6037
1202870,dorothy,cruise,eden,2551
1655924,norman,welsh,adelaide,5000
4799163,pamela,bell,prairiewood,2176
2087615,ruth,berger,palm beach,4221
1333955,james,stallard,tully,4854
3586756,cressida,bradey,belair,5052
129733,robert,paton,hilton,6163
4979399,vita,pullen,eumemmerring,3177
3635915,raymond,friis,lockington,3563
2489038,sharon,lakeman,doonside,2767
326355,alan,charleston,deniliquin,2710
3291865,todd,willmott,buderim,4556
867034,andras,waters,port augusta,5700
1841883,kenneth,winter,erindale,5066
2882268,mark,grimmett,woodridge,4114
721193,robyn,corso,harvey,6220
1145566,nooraisah,cleary,east wardell,2477
400099,peter,long,rockhampton,4700
6183653,rajalakshmi,d'cruz,camberwell,3124
187112,debbie,linton,glen iris,3146
195308,david,florance,onkaparinga hills,5163
1710831,hal,murphy,candelo,2550
4184816,jennifer,richardson,bridgeman downs,4035
5430003,robert,hwang,merrylands west,2160
1874679,jessica,scholte,ardeer,3022
547577,catherine,snell,castle hill,2154
1768191,darrel,lowry,north sydney,2060
2685701,natalie,english,smithfield,4878
2775814,gayle,hilton,edmonton,4869
310026,sharyn,clarke,wollongbar,2477
5257997,pamela,mulholland,gordon,3345
31507,bruce,bell,belmont,3216
15132,anthony,molina,st clair,2759
5585694,melanie,cunningham,coffs harbour,2450
678687,mark,davison,manly,2095
2931492,julie,mack,kallangur,4503
6363944,roslyn,holdsworth,o'sullivan beach,5166
3054385,julie,jones,newtown,2042
6708019,michael,seehusen,bruthen,3885
1555257,kerre,robertson,bridgewater,7030
2661178,shirley,craig,erina,2250
1653566,veronica,mayne,scarborough,4020
5741376,trevor,chanders,bondi beach,2026
6814529,gwen,stocks,box hill,3128
3472195,philip,kershaw,mountain creek,4557
1121092,ellen,hannan,long jetty,2261
2317126,angelo,jadach,helensvale,4210
5512009,chinyun,murphy,bathurst,2795
375626,dianne,hammet,bilambil heights,2486
6290255,margaret,vithal,lane cove,2066
5700441,margaret,candeland,brighton,3186
2087771,kevin,hosking,bendigo,3550
6670822,george,laos,eltham,3095
1792871,mary,murray,aspendale,3195
3906414,heidi,basso,nundah,4012
1425213,katie,houston,loganlea,4131
5127028,francis,martin,wynyard,7325
1932154,anthony,supski,east victoria park,6101
220991,daniel,catelan,kirwan,4817
3914620,anthony,craig,tieri,4709
5446526,grant,grant,katoomba,2780
4845376,hip,franicevich,whale beach,2107
2046855,jennifer,howell,glenbrook,2773
5872525,louisa,jenkins,parkhurst,4702
3472275,kathy,cregan,leeton,2705
6323094,patrick,graham,box hill north,3129
3721049,dannielle,palmer,carlton north,3054
621466,graham,pascoe,scarborough,4020
2825116,mark,grierson,narrabeen,2101
6568861,leslie,sutton,peterborough,5422
5094304,irene,jacquot,st kilda,3182
252834,bruce,arnold,cambridge hills,2287
4357029,helen,sheriff,peakhurst,2210
6658982,roger,schulz,lowood,4311
1391533,maureen,mibus,walkley heights,5098
5102514,dorothyann,skara,berala,2141
4456265,ann,hogan,ambarvale,2560
3439547,robyn,bartlett,georges hall,2198
4365245,maureen,hong,greenacre,2190
5722668,joanne,keech,culburra,2540
4946881,sharon,gorman,beenleigh,4207
6831044,terence,ling,hawthorn,3122
1940422,judith,gollasch,wagga wagga,2650
3593601,gareth,daly,frenchs forest,2086
6634449,raymond,gibson,petrie,4502
416724,jia,andersen,south side,4570
4135893,wai,low,sydenham,3037
1162199,jean,penno,box hill north,3129
5905369,hiromasa,haddrill,caversham,6055
3059766,robert,ng,sylvania waters,2224
1801180,susan,williams,toowoomba,4350
3980254,marnie,habib,marrickville,2204
4725727,iris,powell,gin gin,4671
3988450,kimberly,otaola,texas,4385
1039333,anthony,williams,gladstone,4680
1223164,catherine,sapula,north parramatta,2151
4766698,loyse,smith,mullaloo,6027
4528637,chie,grum,north rockhampton,4701
752629,stephen,roscoe,orange,2800
6020088,susan,phillips,toodyay,6566
6339577,derya,garland,haberfield,2045
4881403,stephen,forbes,balmain,2041
3095548,henry,collier,queenscliff,2096
6672213,adrian,whistler,wangaratta forward,3678
1227776,deanna,cole,cheltenham,3192
4692993,annette,hughes,ardrossan,5571
6388740,barry,hooper,peterhead,5016
1047557,bang,sippel,camira,4300
6454284,tracey,sullivan,mortdale,2223
6503442,christopher,mclauchlan,bonnet bay,2226
6847507,hong,russell,yamba,2464
7191,suet,reynolds,calala,2340
1547289,wasila,bishop,coolangatta,4225
1481754,weni,muskardin,belfield,2191
3193883,robert,keinoud,hornsby,2077
1711136,keith,chen,ashfield,2131
4168738,john,wild,meadowbank,2114
1448996,allan,oddie,wangaratta,3677
4676646,paul,strasser,mount annan,2567
6462506,roberta,moore,new moonta,4671
3972139,shu,richards,medina,6167
4332588,margaret,hedditch,earlwood,2206
4430893,john,edirisinghe,carlton,2218
6437935,sidney,shepherd,curl curl,2096
1529011,cameron,pan,belmore,2192
6036535,ralph,biffen,glen iris,3146
3022398,ernest,hammond,stirling,2611
867398,alison,parton,cranbourne,3977
2964552,margaret,field,westleigh,2120
285769,alison,browne,anakie,3221
2948173,margaret,menjivar,dandenong,3175
244817,elke,robinson,kurri kurri,2327
6511699,bo,fallon,brighton,3186
2726996,brian,wilson,forrestfield,6058
5782615,keith,mason,mays hill,2145
1490016,dulcie,o'conor,midway point,7171
3611750,douglas,pitkin,brassall,4305
4226919,john,mancienne,rooty hill,2766
4594798,lindsay,burton,caringbah,2229
5184628,kee,davies,arundel,4214
2874487,daniel,cross,toolamba,3614
6077562,dianne,bryson,burwood east,3151
6151295,robert,nugent,mount gambier,5290
212098,karell,hodkinson,esperance,6450
6757507,steven,mawdsley,peppermint grove beach,6271
2464904,jenchun,padden,glen waverley,3150
3996810,karen,raco,werri beach,2534
1137809,ian,brown,emerald beach,2456
4734098,margaret,owen,toorak,3142
5753370,valerie,huxley,newmarket,4051
2764656,allan,stephenson,balgownie,2519
3005602,paul,williams,kurri kurri,2327
4835867,bernard,matthews,clifton beach,4879
1555622,gavin,mahoney,cooloola estate,4565
2292907,adam,fellowes,singleton,2330
384172,ann,chen,arncliffe,2205
244912,ken,mitchell,menora,6050
2546867,violet,powell,neerdie,4570
3205664,joan,pillenger,wandin north,3139
449730,peter,pearce,pascoe vale,3044
3644611,taryn,matsumoto,marsfield,2122
2120910,judy,newman,waterloo,2017
3116921,mustafa,alexander,oakleigh,3166
6077657,daniela,howard,cooranbong,2265
171226,spiros,rutherford,berkeley vale,2261
83151,joseph,wall,trafalgar,3824
2792678,daniel,polanco,bacchus marsh,3340
4775148,trevor,taranto,patterson lakes,3197
4865917,frances,bowley,blyth,5462
4881648,raymond,rice,prospect,7250
752888,kate,souham,wallsend,2287
3341561,travis,hanley,bracken ridge,4017
3030267,michiko,catto,wollongong,2500
5651709,margaret,newton,cooloongup,6168
6716670,patricia,hester,kings cross,2011
1801479,adrian,roumpos,st albans,3021
6593801,jason,frmosa,woonona,2517
23818,lorraine,thang,strathfield,2135
3310807,william,lee,campsie,2194
2825456,roger,bohringer,springfield,2250
5217550,margaret,smith,albany creek,4035
1932561,keng,danilidis,greenvale,3059
359707,jonas,cramond,stirling,5152
6454557,darren,hack,carlingford,2118
4021534,ralph,bishop,kallangur,4503
3931425,de,irving,pretty beach,2257
72996,katherine,sandstrom,toowong,4066
3792167,michelle,basarahowicz,reservoir,3073
4291882,barry,hurst,freshwater creek,3216
1621291,michael,markham,towradgi,2518
5504300,graham,mander,highbury,5089
2268467,mary,di vincenzo,essendon,3040
2678068,antonietta,neofitou,doncaster east,3109
1596725,lesley,trantino,elwood,3184
728380,stephen,boldyrev,modbury north,5092
6201226,desmond,wright,raleigh,2454
2626784,rita,lamond,balaklava,5461
3177801,patricia,hurd,montrose,7010
6192458,margaret,mogg,katoomba,2780
1236299,muriel,piloygard,surfers paradise,4217
5496142,catherine,carter,figtree,2525
5324685,nicholas,lee,kearns,2558
2424144,vincent,laurie,hughes,2605
4349268,michela,haines,greenslopes,4120
6790486,steven,janzekovic,maleny,4552
4062553,michael,bytheway,tucabia,2462
2850143,wayne,howard,endeavour hills,3802
4980065,judith,griffith,mount colah,2079
926620,mavis,heyward,lenah valley,7008
206055,peter,albuquerque,croydon,2132
6151539,pamela,contin,mount gambier,5290
1121655,johanna,djurdjevic,thornbury,3071
5447032,anthony,windsor,parkdale,3194
2826133,zulficar,tabone,tullamarine,3043
621955,michael,asnicar,bundaberg,4670
400772,terence,favretto,mitchell park,5043
4464006,wayne,denning,ingleburn,2565
155021,roland,steele,west end,4101
4930962,norina,moody,bensville,2251
81299,christine,tofinga,hillside,3037
3841434,paul,travers,lockleys,5032
3046812,john,mcintosh,wonthaggi,3995
5823901,david,bruce,gosse,5223
6397356,valerie,emsby,ballina,2478
