recid,givenname,surname,suburb,pc
5616685,grace,rees,the gurdies,3984
1146376,kostas,franz,hazelmere,6055
6812097,faye,webb,st ives,2075
6579038,patricia,duff,rockhampton,4700
6370359,peter,chang,camberwell,3124
5985338,allan,simes,palmyra,6157
2257982,michael,callaghan,awaba,2283
3768663,gennaro,howard,moe,3825
4125763,robert,fitzsimmons,diamond creek,3089
1791045,janelle,vandermeer,chester hill,2162
3036230,ruth,benson,kilsyth,3137
1774664,grace,dyer,seaford,5169
6657097,brian,maroulis,sans souci,2219
4437068,timothy,lee,mildura,3500
349265,jamal,shashati,chipping norton,2170
3920978,michael,nagata,lane cove,2066
2757715,habib,thomas,riddells creek,3431
1692757,warwick,kladouhos,moorebank,2170
6427736,gary,wood,wallarobba,2420
5002330,graham,hardy,enoggera,4051
3044448,simon,nicholls,ferntree gully,3156
3880042,suzi,devlin,redcliffe,4020
5198956,helen,shimizu,homebush,2140
2888818,mary,uhlmann,balmoral,4171
62579,judith,benson,st andrews,2566
4568181,geraldine,miller,barcaldine,4725
3887598,caren,magor,murray bridge,5253
1438843,andrew,cunningham,balwyn,3103
1750142,mark,de labertauche,ashmore,4214
5436546,kee,khoo,sydney,2000
4822148,mary,congdon,embleton,6062
4543621,william,burow,bankstown,2200
1782919,robert,roberts,yunderup,6208
4924268,barbara,costar,clarkson,6030
3724430,brenton,beyer,loftus,2232
783503,paul,woods,aberdare,2325
3781776,fred,mccarthy,albert park,3206
5428377,maria,wong,lansvale,2166
4093082,wendy,blayden,weston,2326
6476957,stephen,elters,campsie,2194
6722720,shirley,hunter,paraburdoo,6754
3749031,robin,ryan,engadine,2233
2159787,nichole,karac,dandenong,3175
2249905,rosemary,diakonidis,miami,4220
1938612,terry,hanif,thomastown,3074
395465,jeffrey,lasserre,glebe,2037
3847352,klaas,browne,strathfield,2135
4936889,barbara,kong,fairfield,2165
2135237,paolina,cluning,mandurah,6210
6788301,thi,kumaria,footscray,3011
4895953,anna,wenzel,eight mile plains,4113
2258130,karyn,connor,davoren park,5113
1029336,joan,thomas,warrnambool,3280
3765465,peter,mcdonald,stratford,3862
300251,tanya,swallow,newcomb,3219
4732124,simon,daniels,regents park,4118
365794,robert,saboisky,kooringal,2650
6157541,rohit,hunstone,cardiff,2285
6010101,bernard,aleckson,evans head,2473
6288632,dorothy,dawson,lake heights,2502
365822,madonna,franze,yarraville,3013
3732735,kevin,ashby,manly,2095
3978112,tony,gerlach,kensington,5068
2249988,marion,gillespie,pretty gully,2469
5100813,michael,lennon,seaton,5023
1987861,paul,williams,croydon,3136
3265817,jennifer,wynn,penrith,2750
4273434,deney,penny,horsham,3400
570653,william,dimoski,thomastown,3074
6018338,bernadette,thompson,lithgow,2790
3937571,debra,mcgrath,camden,2570
4473734,david,costello,geelong,3220
1140956,susan,rees,park orchards,3114
6788398,maria,bluemel,lysterfield,3156
3421488,ronald,low,croydon,3136
275762,philip,barber,somerville,3912
2061620,beryl,mcliver,scarness,4655
2028853,norman,lee,cremorne,2090
2168119,wojciech,morley,kuraby,4112
4601150,martin,stephens,richmond,2753
292169,soraxid,boundey,whyalla stuart,5608
1537356,jeffrey,green,malvern east,3148
6255949,anthony,phillips,st george,4487
4625742,joanne,giampiccolo,dandenong,3175
6567250,cristina,price,strathdale,3550
3954013,richard,jacobs,jandakot,6164
2176352,praveen,whiteoak,birkdale,4159
6894945,samuel,bush,kennedy,4816
447844,timothy,silvestro,ivanhoe,3079
2651497,yen,carlin,hodgson vale,4352
46443,kylie,coombe,mannum,5238
5551474,ramon,woolford,murray town,5481
2823539,david,mcleish,yea,3717
4281717,hamish,handcock,spearwood,6163
2234601,margaret,perfrement,cowra,2794
4748669,justin,thyer,strathfield,2135
3388798,sharyn,purcell,torrens park,5062
5436799,sandy,aveling,greenwich,2065
3544448,anne,brown,tweed heads,2485
1521028,elena,silvester,beckenham,6107
6378886,rita,silwood,hendra,4011
4355464,leanne,matisumata,surfers paradise,4217
1750410,gregory,emmanouilidis,doncaster,3108
1562001,austin,karanewitsch,macdonald park,5121
2438548,andrea,townsend,penrith,2750
3798423,duncan,shelley,wards river,2422
1696073,ian,schuette,glenelg south,5045
5911969,gerard,garrick,clayton,3168
6223270,louis,williamson,south hobart,7004
6270909,gwenda,tuck,toowong,4066
4560298,albert,broadbent,whyalla,5600
4552108,elina,greenhalgh,hackham west,5163
6239666,heather,read,san remo,2262
406964,christine,smith,greensborough,3088
6092215,andrew,lehmann,artarmon,2064
2618811,sean,reid,wyongah,2259
1299907,rosanne,taylor,taree,2430
1455565,sharyn,bellenger,port lincoln,5606
2536910,rong,burrows,mount waverley,3149
2209233,virginia,hausfeld,port macquarie,2444
6460882,hazel,pearce,kinglake,3763
1268079,angela,stolk,selby,3159
6469082,william,scott,cobrico,3266
1316317,ronald,chen,ashfield,2131
6346210,penny,lamey,wollstonecraft,2065
677350,samantha,baillie,warwick,6024
6057553,michael,furney,berkeley vale,2261
2610669,john,gleeson,wangaratta,3677
4158965,seng,curwood,churchill,3842
2340343,frances,alderton,windsor south,2756
4175355,julie,brown,epping,2121
5740028,june,ross,elizabeth downs,5113
6551037,helen,robertson,lavington,2641
5142014,wan,walford,padbury,6025
873988,elizabeth,berry,rosebud,3939
349702,richard,shearer,horsham,3400
2151944,gail,greig,port pirie,5540
5699082,deepak,perre,salisbury downs,5108
5764620,robin,srisurapon,narara,2250
1087746,maria,muneshwar,hassall grove,2761
4273679,chris,buxton,westcourt,4870
792081,stuart,hales,maylands,6051
6805011,karen,brown,narrabri,2390
1390100,william,burgoyne,robe,5276
128535,thong,snelling,pakenham,3810
6166043,jane,allan,browns plains,4118
5543453,mark,morley,glenlusk,7012
5305887,haifa,baxter,stuart,4811
874021,gerardina,de klerk,wetherill park,2164
4052518,frank,easton,alice springs,0870
570923,ola,chong,wheelers hill,3150
1676844,paul,skinner,charlestown,2290
2307629,huishung,reichelt,nhill,3418
2862496,robert,vescio,narraweena,2099
2279689,hendricus,elliott,kotara south,2289
5314110,alan,mcburney,gunnedah,2380
734133,kerry,vansteensel,rooty hill,2766
3364418,pat,dang,fitzroy north,3068
2274887,bettina,dos santos,sunshine north,3020
5731912,tania,beljaars,maryland,2287
6133321,edward,murphy,box hill north,3129
6452810,slavko,edwards,stirling,5152
1709645,dennis,hawkey,esperance,6450
2938448,glenn,hole,henley beach,5022
4707922,belinda,bowler,bexley,2207
2203235,jim,schalken,lilydale,3140
1857111,christopher,ricketts,halfway creek,2460
4470365,wendy,merry,skenes creek,3233
6354526,patricia,canute,west beach,5024
497254,maude,shepherd,dutton park,4102
4216424,carole,robb,port pirie,5540
1341034,sheryl,young,charters towers,4820
4028012,robert,baumback,merrylands,2160
4617837,kim,collins,kew,3101
2381423,elizabeth,foulidis,lalor,3075
2313832,leanne,wynne,nedlands,6009
3969982,valda,coxen,japoonvale,4856
4871804,dianne,martin,st peters,5069
1627773,john,stanyer,spring gully,3550
3937920,diane,higgs,melbourne,3000
1324675,margaret,jackson,pymble,2073
6116996,jessica,cross,margate,4019
4740746,alan,kearney,glenorchy,7010
2266764,alfred,hay,kingston,4114
3251821,janice,larsen,kingaroy,4610
71313,james,gledhill,st kilda,3182
95897,heather,kuskoff,hindmarsh island,5214
3978180,maureen,woodcock,chewton,3451
2725533,raymond,seibel,bridgeman downs,4035
3298975,katherine,choi,auburn,2144
279494,martina,fella,lalor,3075
2286535,gunilla,o'hara,surry hills,2010
6026928,elizabeth,sebaka,nailsworth,5083
3233460,pamela,whitehead,nhill,3418
6477498,steven,nipperess,granville,2142
5109439,philip,doyle,berkeley,2506
1160899,yosef,nguyen,st albans,3021
3796598,robert,curtis,dandenong north,3175
6010566,jeannette,schulz,mornington,4825
911649,michael,gordon,wagga wagga,2650
1537736,kaye,feutrill,mullumbimby,2482
1442668,margaret,marshall,melton,3337
6559435,john,craig,braddon,2612
6247373,parvathi,apollonio,fawkner,3060
3462867,desley,askwith,clifton hill,3068
3126997,anne,hodgson,east victoria park,6101
1324759,don,ferguson,wonnerup,6280
6176378,annie,irwin,preston,3072
1619680,gloria,petroff,main beach,4217
2291427,maria,amos,emerald,3782
5557866,helen,sarkissian,thomastown,3074
1111782,kathryn,hince,ainslie,2602
5232359,david,dawson,mckail,6330
3233514,christopher,mahler,macmasters beach,2251
4650734,chung,phan,sans souci,2219
866043,veronica,mccoombe,connewarre,3227
4667690,ricardo,mcnab,peterborough,3270
4575577,kathryn,sia,kurralta park,5037
2021120,caroline,foott,deception bay,4508
3135236,merilyn,mcbridge,long beach,2536
6276054,judith,turnbull,goonumbla,2870
2494081,anne,talbot,ryde,2112
5396233,thelma,patton,o'connor,2602
1414924,liam,stephens,warradale,5046
4413742,veronica,metcalfe,toowoomba,4350
4618007,michelle,budai,cammeray,2062
3069720,linda,bignell,west wollongong,2500
2724826,ingrid,battersby,albany,6330
6543137,fransiscus,lynch,rosebud,3939
3176228,irene,grace,cape paterson,3995
4986673,jacqueline,core,portland,2847
5994294,zdenko,roberts,soldiers point,2317
3028791,joan,hodges,mount direction,7252
4396859,janine,alwer,seaford,3198
6657855,john,janssen,boronia,3155
194371,maureen,mckay,clayton,3168
932150,darren,martin,nagambie,3608
2887874,roger,larsen,sunnyside,4737
5134153,elizabeth,pitcher,mosman,2088
472909,grant,feng,burwood east,3151
5967282,peter,carter,wattle grove,2173
4470611,melinda,vears-den brinker,malvern,3144
3266388,helen,cumming,echunga,5153
2422614,wenyao,zoumboulis,burwood,3125
2406713,janet,fiera,fawkner,3060
423769,patricia,arnold,southbank,3006
792417,viktoria,andrews,bairnsdale,3875
3028836,edward,weston,sarina,4737
4611315,lai,reynolds,pakenham,3810
1890152,caroline,van der berg,bonbeach,3196
3405674,terrence,younis,campbellfield,3061
3395178,kate,smith,mosman park,6012
1103728,henry,binion,hoppers crossing,3029
4888435,yvonne,nicholls,naremburn,2065
6564158,noel,sattanthan,ivanhoe,3079
2832248,jason,tagell,mornington,3931
2725753,siu,chrysostomou,clarence gardens,5039
3266427,hui,makowski,traralgon,3844
132074,sally,phillips,southport,4215
857982,sarah,crompton,ballarat,3350
1996673,rana,munro,engadine,2233
104322,ian,gardiner,riverwood,2210
127979,john,foster,middle cove,2068
5347206,ellen,couvee,moruya,2537
2865034,angela,mitchell,fraser,2615
3403708,jimmy,nojnitsky,waterloo,2017
6059916,karen,lusted,blackmans bay,7052
6567825,kamilia,schmidt,paddington,2021
3889043,glen,lawson,herston,4006
1546132,liang,andison,donald,3480
2725785,brian,proctor,st george,4487
5158812,david,bartusch,woodburn,2472
3102621,vernon,brown,bunbartha,3634
1603488,julieanne,caswell,wantirna south,3152
5633956,rebecca,matthews,richmond hill,2480
5420965,vasilis,benbow,wendouree,3355
5765035,nebojsa,ayres,werribee,3030
2570156,margaret,percival,stuart town,2820
6035373,angelo,mills,narraweena,2099
169909,gabriel,schinella,bossley park,2176
5994428,coral,weston,riverhills,4074
6551492,garry,gilkes,drummoyne,2047
735179,vincent,lampre,mount pleasant,5235
2021325,tatjana,wade,toronto,2283
2734035,margaret,flannagan,miranda,2228
2463704,joanna,hicks,kincumber,2251
1251295,shayne,carslake,gutha,6623
6182881,eileen,suine,chiswick,2046
2168807,darin,gabay,marayong,2148
963580,rohan,gellatly,batehaven,2536
4093938,richard,drew,eltham,3095
3864565,jane,edwards,happy valley,5159
2529270,marie,coleman,cranbrook,4814
563192,marion,bargarey,riverwood,2210
227321,tony,howe,forster,2428
6674428,nyuk,gillbanks,kalamunda,6076
6854654,dianne,hughes,mullumbimby,2482
4446207,douglas,langer,artarmon,2064
4896772,graeme,matheson,footscray west,3012
5258906,cheryl,fitzgerald,heathcote,2233
2971655,mohamed,bott,lilydale,3140
2832393,kon,wegener,rowville,3178
3029005,alison,leanne,orange,2800
2218001,warren,boesten,cooroy,4563
620562,brian,clarke,petersham,2049
6469655,kon,bertilone,samson,6163
4601885,george,davis,curlwaa,2648
3389472,pamela,hage,whyalla playford,5600
4995112,angela,graham,concord,2137
6412329,anthony,hawkes,south casino,2470
1300522,deborah,fitzgerald,wavell heights,4012
3946540,philip,fowler,silkstone,4304
2717749,susan,wong,neutral bay,2089
5953590,antony,denny,pascoe vale,3044
1513527,rudolf,walker,burwood,3125
3053626,giulia,kettniss,montville,4560
5815989,ronald,west,gladstone,4680
1341504,johnston,jiao,nunawading,3131
4791990,irene,kelly,edmonton,4869
1448006,nick,kidd,claremont,6010
4167752,krishnakumar,parsons,kingscliff,2487
2794509,hans,mcgeary,murrumbeena,3163
1964114,robert,hedley,queenscliff,3225
874580,russell,hammouda,bankstown,2200
1390677,bazil,geerlings,bellevue hill,2023
4003927,brett,stacheel,sandgate,4017
5642328,gaynor,daff,para vista,5093
6854746,hung,lobegeier,west end,4810
2775131,florence,eoe,moorabbin,3189
3020892,bruce,murray,slacks creek,4127
1366109,maureen,courtenay,braddon,2612
6772834,allison,facer,scarborough,4020
163059,grace,leyshan,southport,4215
6330476,daphne,kendall,benalla,3672
2103411,pamela,leong,dundas,2117
3127413,trevor,hickey,curtin,2605
759927,kylie,gartshore,corowa,2646
2529400,shamim,kalogeras,thornbury,3071
3995769,denise,andrew,lota,4179
6371455,brian,barnes,frankston,3199
4561029,peter,ruvinski,bentleigh east,3165
5148353,stephen,kennedy,sunrise beach,4567
2513037,christine,findlay,newhaven,3925
2099567,julie,graham,bundaberg,4670
6322333,thanh,robertson,edmonton,4869
6199467,maryann,wood,mapleton,4560
2309731,natalia,majewski,marangaroo,6064
1325235,jason,prette,oaklands park,5046
5740731,lauren,atterton,ferny hills,4055
6334,frank,chmoulker,south melbourne,3205
4372673,winnie,delahay,batchelor,0845
6196093,angela,sutton,chatswood,2067
4651210,qiang,bazley,ringwood north,3134
4397262,maritina,larsen,bellbird,2325
2914514,brian,matthew,croydon,3136
4831443,michael,fantom,edgeworth,2285
6453460,suzanne,skinner,croydon north,3136
1005784,ronald,berryman,coogee,2034
5949819,stephen,cole,banora point,2486
2463711,brendon,jones,laurieton,2443
809193,marisa,abbott,barrack heights,2528
5388525,angel,allen,quinns rocks,6030
6461681,john,wright,st lucia,4067
5748978,andrew,swindells,bibra lake,6163
2447604,lindsay,prentice,dungog,2420
2554103,peter,zabarauskas,elwood,3184
4110719,anthony,lee,calamvale,4116
5888255,maureen,curll,camperdown,2050
4847874,lisa,ewen,woodpark,2164
2914563,maxine,murphy,geraldton,6530
545837,johannes,anderson,gilmore,2720
497938,carol,hogan,bankstown,2200
3135764,kylie,moore,leeton,2705
4143381,mark,thomson,springsure,4722
1104157,xian,watkins,lilydale,3140
3488031,kym,castle,kings langley,2147
2611489,john,lendnal,glenwood,2768
4585769,david,stockton,wilberforce,2756
4143402,xia,anderson,mount waverley,3149
730162,kevin,nunn,claremont,7011
5921070,nathan,george,mount waverley,3149
710813,lilias,hickling,padbury,6025
6125878,debra,annett,warrnambool,3280
5683513,judith,viti,yeppoon,4703
3804895,iris,millar,oaklands park,5046
4225340,tony,savva,sans souci,2219
6420800,arturo,prudzienca,mount pritchard,2170
6175048,barbara,whitnell,dandenong,3175
817487,christopher,simmons,mulgrave east,3170
6265173,anthony,webb,narromine,2821
1677655,alexander,donaghy,aspendale,3195
3488092,eileen,cannon,sunnybank hills,4109
2980206,allison,draper,seaford,3198
4127087,natalie,hall,peregian beach south,4573
5093748,yvonne,edwards,rutherford,2320
4645950,josephine,peters,torquay,3228
5347710,ethel,dugan,chapel hill,4069
3553663,min,gogovcev,taperoo,5017
2333063,mark,sharma,flinders,2529
6715784,lyn,smith,nome,4816
5794199,jena,marshall,klemzig,5087
2603406,kevin,yaxley,shailer park,4128
2472337,jack,wassall,wyong,2259
833939,denise,perkins,langwarrin,3910
4569495,cathy,nathanson,rose bay,2029
285083,john,di michiel,winston hills,2153
5544349,russell,walton,kenmore,4069
4929952,gillian,murphy,paradise point,4216
2683853,patricia,calvert,clayfield,4011
1459271,patricia,mcintyre,east maitland,2323
3578284,dusanka,cockram,penrith,2750
2537901,colin,yilmaz,dallas,3047
5698632,setsuyo,bruggeman,boulder,6432
2750898,tania,jullien,jamberoo,2533
4617289,meeta,crane,arncliffe,2205
227777,valerie,shearer,mitcham,3132
2857410,barry,vizzone,phillip bay,2036
1276361,yip,fry,macleod west,3085
1563086,antonio,wagner,mooroobool,4870
1481170,joan,sugimoto,carrara,4211
2802242,clive,tran,lidcombe,2141
5749207,julia,whitehead,willetton,6155
3127768,kerry,sinnott,newborough,3825
5249499,mike,field,yerecoin,6571
5102046,jenny,nguyen,springvale,3171
4913633,janet,pound,new farm,4005
3357154,mark,rose-schellenberger,hurstville,2220
1677795,pamela,hunt,calamvale,4116
72165,ada,stewart,broome,6725
4348391,frank,west,amaroo,2914
416233,john,konstantinidis,oakleigh,3166
1980907,ping,wynne,colyton,2760
5945839,george,king,dapto,2530
3602936,ronald,joyce,fulham,3851
3209723,patricia,batten,wynnum,4178
2996734,simone,lourentzeas,coburg,3058
375295,toby,hespe,maroubra,2035
1317376,jane,woodward,st kilda,3182
5896712,martine,mcdonald,yarragon,3823
2046475,noel,knight,spotswood,3015
1612300,john,scanlon,rochedale south,4123
1292814,gary,simmonds,annandale,2038
2789696,lyn,kamenitsas,earlwood,2206
3938834,robert,bennett,pooraka,5095
5118485,benjamin,pearce,gorokan,2263
3289161,debra,wyllie,currumbin,4223
4250138,sharon,hawkins,dubbo,2830
5306911,corlin,davies,campsie,2194
80418,andrew,calcagno,greenacre,2190
6666787,bernadette,roy,kilmore,3764
2218533,nadica,romero,belmore,2192
4037159,jeanette,graves,huntingdale,6110
123996,allen,nardi,conder,2906
3652151,young,appleby,north ipswich,4305
2439736,heather,stafford,geebung,4034
4865802,dennis,barringham,buderim,4556
6715966,anthony,marion,coolbinia,6050
3070538,robert,andrew,port macquarie,2444
3005004,kerri,summerhayes,rose bay,2029
2095695,stephen,vescio,collaroy plateau,2097
3422800,ian,short,biloela,4715
6789717,itria,cross,forestville,5035
31318,denise,walsh,port macquarie,2444
5782104,edgar,bright,coffs harbour,2450
694879,dawn,cooray,noble park,3174
686693,vito,walton,south melbourne,3205
5864047,colin,linder,maudsland,4210
3594867,leonard,derwent,mortdale,2223
1555063,theresa,leppitt,williamstown,3016
3938944,george,goodman,ashtonfield,2323
5347971,steve,whatmore,fairfield,3078
2341510,michael,hardie,kings point,2539
2808257,diana,yulin,hurstville,2220
5110414,margaret,ginn,sylvania,2224
563857,bronwyn,schaefer,guyra,2365
2275988,caroline,kay,isabella plains,2905
6019737,antonio,mckee,yangebup,6164
4856480,benjamin,pouflis,eltham,3095
3574769,pamela,bridge,natimuk,3409
2857637,karen,aldridge,wellington,2820
1219238,lyn,huitema,mount gambier,5290
4078249,gay,stevenson,bacchus marsh,3340
3662962,catherine,kelly,canowindra,2804
80558,roy,daniels,clare,5453
441007,keith,thiermann,allambie heights,2100
4061873,julie,hunter,camp hill,4152
2308791,maxine,douros,balwyn north,3104
6052537,karen,butler,thirroul,2515
5274298,hong,minchev,west woodville,5011
760511,emma,bibi,coburg,3058
768705,wayne,moffat,tara,4421
1156553,james,farhat,arncliffe,2205
2505415,arthur,taylor,cronulla,2230
6404811,richard,roach,devonport,7310
252621,tim,wholohan,point clare,2250
5020368,jannene,white,ascot vale,3032
3521233,frane,falla,north bondi,2026
3011705,carol,bailey,jimboomba,4280
4624164,lin,lawes,broadmeadows,3047
6642400,stephen,burns,frankston north,3200
1424097,debra,lok,st albans,3021
4627170,janet,conroy,yamanto,4305
1922171,adriana,pipe,oxenford,4210
121577,lloyd,farlow,wyoming,2250
6609642,david,farina,jesmond,2299
2530035,damian,hokai,lake heights,2502
5683958,thi,janiuk,port macquarie,2444
2592553,richard,connolly,gordon park,4031
3807993,yi,stirratt,kingsford,2032
2988794,jian,bester,claremont,7011
5667579,elva,swiecicki,lawson,2783
5872386,alfonsina,familton,cherrybrook,2126
3463945,paul,douglas,karalee,4306
4987660,anthony,gibbs,rosebud,3939
173186,rebecca,vella,austral,2171
6544149,richard,broadbent,bacchus marsh,3340
850711,ann,clune,kojarena,6532
2071321,tracey,chilcott,burnie,7320
3021598,siukwong,brady,preston,3072
2325279,wendy,ramsay,boronia,3155
6298403,norman,rogan,baxter,3911
23334,brian,durham,driver,0830
6175530,prayalal,presland,pittsworth,4356
6167345,scott,cohen,invergowrie,2350
965429,gerard,munn,engadine,2233
3816248,merle,murphy,craigmore,5114
6429498,june,tahu,campbelltown,2560
3537725,jennifer,vernon,bradbury,2560
4553536,kim,delaney,lakes entrance,3909
6912835,claudina,birch,warnervale,2259
6036294,ruth,maywald,lysterfield,3156
2702151,andrew,slobom,runaway bay,4216
449355,alan,hosa,shepparton,3630
5058166,steve,weir,maroubra,2035
6213432,susan,zwart,hallett cove,5158
5167955,deborah,mader,armadale,6112
6552405,kevin,dempsey,buronga,2739
6290264,conrad,kilner,seven hills,2147
353424,effie,dover,ashmore,4214
5307247,loreto,medlock,yass,2582
3218288,john,webb,glengarry,3854
2497397,susan,williams,burpengary,4505
400247,alan,posnansky,leumeah,2560
5634940,hon,hinds,youngtown,7249
2554752,philip,wellard,randwick,2031
4127617,pamela,mason,nerang,4211
5085675,peter,rotterman,albury,2640
596872,debra,moir,mollymook,2539
932745,susan,pioro,burpengary,4505
826260,wieslawa,croft,mccracken,5211
4357019,glenn,hill,doveton,3177
2743196,ian,riley,maryland,2287
1776542,toni,widgery,ballarat,3350
4610975,john,jarrett,vaucluse,2030
6077345,jane,turnbull,croydon south,3136
1547170,peter,picker,merimbula,2548
146339,jeanette,corcoran,parkes,2870
351140,martine,johnson,lake cargelligo,2672
4773021,allan,savva,burwood,2134
3234741,desmond,boatwright,penguin,7316
4250551,alan,colvin,wyong,2259
547771,geet,hutcheon,cooma,2630
4291519,gregory,reid,batemans bay,2536
5397445,julie,cleary,woolgoolga,2456
752584,maria,mason,woodforde,5072
6241231,gregory,johnson,howrah,7018
1522644,john,gliddon,quinns rocks,6030
760789,denis,ghayur,corrimal,2518
1334239,edith,joorawon,deer park,3023
6200289,sheryl,park,south strathfield,2135
6503396,charles,freeman,ultimo,2007
760809,graeme,compton,bexley,2207
785392,nadia,stevens,koongal,4701
4471796,cheyne,rees,new town,7008
5405687,janet,clay,gorokan,2263
3841017,fernando,clem,basin pocket,4305
6069244,jonathan,bannerman,bundaberg,4670
6134782,ivan,bouris,frankston,3199
2464767,paul,calvert,darlington,3271
3603456,sandra,pantechis,bardwell park,2207
5708288,ricky,mercer,kelmscott,6111
596996,mary,hoppner,toowong,4066
1923901,darren,berriman,broken hill,2880
6405127,susan,hollingworth,heidelberg west,3081
5602313,david,smith,melton,3337
5856266,terence,healy,kingston,2604
1760270,steven,brown,coogee,2034
1817616,raj,thomas,paddington,2021
3693585,derek,mcnulty,humpty doo,0836
3972114,milutin,atkins,cheltenham,3192
1686547,gary,trost,kallangur,4503
4963351,marian,mcpaul,brighton,4017
3882011,raymond,misfud,sunshine north,3020
5544990,joan,dewey,east brisbane,4169
6052895,iain,watts,condah,3303
2702373,leanne,day,carine,6020
4494513,robyn,sarangapani,northam,6401
4398120,murray,starr,tumut,2720
4832302,lyndall,gergis,wynyard,7325
5848114,christopher,howard,risdon vale,7016
6306870,valdur,carroll,wahroonga,2076
3783739,andrew,mathias,verrierdale,4562
4971580,lorna,bolton,walkamin,4872
64573,elaine,retter,maroubra,2035
4348992,timothy,walker,kimbriki,2429
3275843,shane,mavrechko,strathfield,2135
4226116,deanne,simpson,camberwell,3124
2718790,susan,fuchs,paralowie,5108
1301576,scott,van rooyen,glen iris,3146
2391117,leane,colgrave,oakleigh,3166
6544463,stan,irwin,goonellabah,2480
6765648,wo,seychell,leichhardt,2040
597079,nita,yaxley,taringa,4068
1236058,russell,mosley,lilydale,3140
5266523,margaret,kim,waterloo,2017
6372450,anthony,dickson,ocean grove,3226
1612904,mirinda,waters,paralowie,5108
3112046,vivian,hunt,clinton,4680
638066,kay,hoolihan,samford,4520
2989171,laila,treloar,kyabram,3620
6020212,anthony,magri,st albans,3021
1703034,paul,pike,mount waverley,3149
4308093,anastasia,franks,the basin,3154
4480127,joycelyn,ernst,cloncurry,4824
3357825,andrew,dempsey,port fairy,3284
5233799,ernest,schwerin,wyreema,4352
6265999,joyce,court,kingston,4114
416914,elizabeth,williams,newtown,2042
6003859,anna,macintosh,mount gambier,5290
2235541,celi,craig,tanilba bay,2319
4652183,judith,makris,dulwich hill,2203
474265,keith,duncan,dubbo,2830
2669724,joanne,delpratt,doncaster,3108
3914913,kam,danieli,coomba,2428
4881578,debra,adam,camberwell,3124
3775660,robert,edwards,northgate,4013
1359021,danielle,boustani,guildford,2161
5250225,annette,cecil,duncraig,6023
4668594,neill,greatrix,moorooka,4105
1875123,stuart,mannaa,tullamarine,3043
6593722,bill,mckenzie,bullsbrook,6084
6470848,william,herring,dural,2158
6782147,ian,treasure,bicton,6157
1187703,malcolm,hall,modbury,5092
6659281,lynton,neilson,manly,4179
6694094,karen,mcmillan,yarrahapinni,2441
1621208,gary,harnett,morphett vale,5162
4488412,leslie,rocca,murray bridge,5253
2350317,brian,metcalf,clifton hill,3068
6741232,gillian,maloney,east lindfield,2070
3636465,adam,williams,bundamba,4304
6397170,jane,mccrohan,lower templestowe,3107
2456819,michael,cooke,bathurst,2795
3022069,qun,ross,aldgate,5154
6397175,macario,martin,drummoyne,2047
1129722,michelle,stent,merimbula,2548
1451221,robert,reid,horsham,3400
2374914,waisea,watson,mentone,3194
3890443,aaron,mcgrath,palmyra,6157
2088206,foteh,qizilbash,yeppoon,4703
5051608,roger,taylor,wyoming,2250
2047250,ti,erdogan,broadmeadows,3047
4193555,matthew,carrison,yarram,3971
4037928,darren,williams,willmot,2770
4652352,maheswaran,santry,ashfield,2131
3054916,leith,rafalski,ardeer,3022
2538825,josephine,golsby-smith,yenda,2681
375351,kerry,wagner,south strathfield,2135
3554639,jane,follington,gilgai,2360
5643603,desmond,mowbray,rouse hill,2155
1097045,julia,clifford,shailer park,4128
3988823,patricia,waters,palm beach,4221
2137435,keith,powell,newport,2106
925020,gary,kerr,collie,6225
5078366,prue,hartelt,longwarry,3816
2710880,wendy,beard,beresford,6530
5307751,janine,szentesi,murrumbeena,3163
998762,banyat,zhao,kogarah,2217
2088307,kingsley,white,rose bay,2029
5741118,gregory,ohata,mosman,2088
944703,janelle,peterson,mildura,3500
2145664,jackie,jenkins,cobram,3644
1187201,alexander,cassar,tullamarine,3043
3718534,edith,irwin,gladstone,4680
5627275,patricia,guy,trinity beach,4879
482701,joan,morgan,bairnsdale,3875
2145678,kirsty,delaney,cabramatta,2166
4562840,joseph,vieira,marrickville,2204
2178452,helen,wayman,clare,5453
425368,peter,hodgson,bellbird park,4300
4038042,isobel,alexopoulos,taree,2430
1514914,kyran,deland,tamworth,2340
4717991,john,gobrial,terrigal,2260
4930989,emily,fraser,tarcoola beach,6530
2842032,norma,carson,bindoon,6502
3612081,stevan,mackay,lithgow,2790
6266291,gregory,heanue,armadale,3143
1777076,ivan,hogan,donvale,3111
3931573,guy,douglas,devonport east,7310
6856120,rachele,mcnaughton,toora,3962
908733,anthony,fitzgerald,st marys,5042
4650229,francesco,rajapakse,kurrajong east,2758
1433024,soo,matheson,brunswick heads,2483
5643714,kylie,vojnevski,red hill,2603
5520836,denise,fitz-gibbon,shenton park,6008
4054474,lindsay,alexander,kingaroy,4610
4644306,garry,grylls,joondanna,6060
4201939,claudia,lawson,castlemaine,3450
1736151,leigh,njuguna,como,6152
2743770,garry,moc,yennora,2161
6823389,adelaide,howell,bicton,6157
237023,ailsa,baker,port melbourne,3207
1146336,liu,garside,trinity beach,4879
5454416,ansis,stevens,randwick,2031
3882468,audrey,holden,tumut,2720
6663786,jack,bullion,capalaba,4157
4677094,elizabeth,mcconville,thornbury,3071
3612139,margaret,maley,south hobart,7004
